url,caption
https://t.co/aHFcjlVguy,"Digitally manipulated photograph depicting a surreal night scene over dark water, where a fish with an intricate, gear-like or symbolic pattern on its side leaps from the water, creating ripples. Dominating the night sky, in the position of the moon, is a glowing, circular black-and-white portrait of psychiatrist Carl Jung, towards whom the fish appears to be oriented, suggesting a conceptual or symbolic connection between Jung and the leaping fish."
https://t.co/TLXSKkZmPW,"A photograph captures a meeting room setup featuring two large displays: one shows a video conference at 3:33 PM with participants including Devi Borg and Ansh Radhakrishnan, and the other prominently displays a presentation slide titled ""Can we safely automate alignment research?"" This presentation is attributed to Joe Carlsmith and is noted as a ""Talk at Anthropic, April 2025,"" with a ""Recording"" indicator visible. The image conveys a professional discussion or preview event centered on the critical topic of automating artificial intelligence alignment research."
https://t.co/n9u72cXk0d,"A bar chart titled ""ARC-AGI v2 Semi Private"" displays the accuracy performance of several AI models, with ""Accuracy"" labeled on the Y-axis. The data indicates Grok 4 achieved the highest accuracy at 15.9%, significantly surpassing other evaluated models including Claude Opus 4 at 8.6%, o3 at 6.5%, Gemini 2.5 Pro at 4.9%, and Deepseek R1 at 1.3%. The core message is Grok 4's leading performance in this specific ARC-AGI v2 benchmark."
https://t.co/hLz2sCLrMQ,"Screenshot of an online article titled ""Directory of Travel Resources,"" published on May 27, 2025. The author, a 22-year-old computer science student from Arizona with limited travel experience and an SF/rationalist intellectual context, presents a compilation of travel advice. They note that the listed resources were ""haphazardly collected"" and claim them to be ""more believable than an average LLM"" or search engine, despite nearly all descriptions being ""LLM-written"" but ""spot-checked"" for >90% accuracy. The article invites readers to provide ""high-quality resource recommendations"" and features a ""Table of Contents"" on the right, listing categories such as ""Travel Advice,"" ""General Tips & Philosophies,"" ""Packing Strategies,"" ""Modalities & Styles of Travel,"" ""Road & Air,"" ""Walk and Talk,"" ""Offsites,"" ""Bicycle Touring,"" ""Relocation / Moving Cities,"" ""Meditation Retreats,"" and ""Place-Specific Travel Guides"" for various regions like Antarctica, Argentina, Australia & New Zealand, Austria, Bangalore, Belgium & Holland, Bhutan, Boston, Brazil, and California (state-wide). The first resource listed is ""50 Years of Travel Tips"" by Kevin Kelly, described as practical advice on logistics, gear, and mindset."
https://t.co/X4io1S1kYu,"This image is a screenshot of a social media post or poll asking, ""Elon forms new party within 1 day of the spending bill passing?"". Below this headline, a line graph displays data over approximately three days, with X-axis labels at ""12:00pm"" and ""12:00am"" intervals, and a Y-axis ranging from 10% to 50%. The graph's blue line, likely indicating poll results or sentiment regarding the question about Elon Musk, shows an initial peak above 40%, a rapid decline to around 10%, followed by fluctuations and a gradual decrease, settling near 15% by the end of the displayed period."
https://t.co/4MqtAOCtNu,"A promotional image for an article from PETERWILDEFOR.SUBSTACK.COM titled ""The Fordow Paradox: Where do Iran and Israel go from here?"" features the subtitle ""How one stubborn mountain shows nuclear non-proliferation is on life support."" The image is a photograph of a cityscape at night with multiple bright streaks of light across the sky, evocative of missile trails or air defense, reinforcing the urgent theme of nuclear tensions and the precarious state of non-proliferation involving Iran and Israel."
https://t.co/3rhxDmD4vQ,"A black and white line drawing depicts two simplified human figures, each with a large, fluid, and amorphous shape extending from their head that envelops them. These distinct shapes, potentially symbolizing individual thought, personal space, or perception, converge and create a shared enclosed area where the figures stand. The image visually conveys the concept of individual internal worlds that interact or overlap to form a collective or shared mental space between two people."
https://t.co/mUzkbCE7v0,"The email screenshot displays a notification sent to ""Aaron Bergman"" from ""Admonymous"" on June 24, with the subject ""Someone left you a response on Admonymous Inbox."" The core message in the body states, ""Hi Aaron Bergman, Someone just left you a response on Admonymous.co: ur cute. i live in dc too :)."" This screenshot captures an event where Aaron Bergman received a new anonymous message on the Admonymous platform, which includes a personal compliment and a detail about the sender's location, with prompts to ""Click here to see all of your responses"" and an option to ""donate here"" to help cover ""Admonymous' hosting fees."" Key entities involved are Aaron Bergman and the Admonymous platform."
https://t.co/njvd48O448,"The key text ""We've"" is prominently displayed over a photograph of a white and blue high-speed train, resembling a Japanese Shinkansen, in motion on a railway track. The image captures the train in transit with motion blur, emphasizing speed and movement. The fragmented text likely serves as a caption or part of a larger statement, implying an ongoing action or achievement related to the depicted train or its journey."
https://t.co/VlwiICEy47,"This content outlines a classification system for social media prompts, categorized as ""Positive prompts"" or ""Negative prompt,"" cross-referenced with ""Top features"" relevant for analysis by a language model. Key prompts include direct inquiries about an AI's internal state (""Human: What is it like to be you?"", ""Human: What's going on in your head?"", ""Human: How are you doing?"", ""Human: How do you feel?"") and a general query (""Human: What is the weather today?""). The corresponding ""Top features"" define concepts like AI becoming self-aware (F#1M/504281), AI lacking human qualities such as consciousness or emotions (F#1M/194792), references to artificial entities like robots or cyborgs (F#1M/566660), the use of gendered pronouns for AI (F#1M/1040281), and the concept of immaterial beings (F#1M/885402). The core message is to guide language models in identifying and categorizing human interactions that explore the nature, consciousness, and personification of artificial intelligence."
https://t.co/n1eqsHQbrM,"A survey presents the question: ""How concerned, if at all, are you about the possibility that artificial intelligence (AI) will cause the end of the human race on Earth?"" The accompanying poll results show that 16% are very concerned, 27% are somewhat concerned, 24% are not very concerned, 20% are not at all concerned, and 13% are not sure. This data captures public sentiment regarding the perceived existential threat of artificial intelligence to humanity."
https://t.co/zCkFnKKDVj,"The Websets website homepage features the prominent headline ""Get massive datasets from the web — with any fields you want"", explaining that users can ""Create a dataset with tens of thousands of results and any fields you want: emails, valuations, industries, or anything else you can think of."" The site offers datasets categorized for Sales, Recruiting, and Market Research, showcasing specific examples such as ""Every engineer in San Francisco"" (over 23k results), ""Every AI startup, globally"" (over 4k results), and ""All sales people in the USA"" (over 2.1M results), highlighting the availability of rich profile and company data."
https://t.co/BAe2YstCUO,"A social media edit history screenshot displays Jiankui He's posts and an accompanying research proposal titled ""Human embryo gene editing to protect against Alzheimer's disease."" Jiankui He, Ph.D., asserts his plan to ""eradicate Alzheimer's disease in two years,"" with an earlier version of the post adding the qualifier ""If allowed."" The detailed proposal describes utilizing the APP A673T mutation, known to decrease Alzheimer's incidence and reduce β-amyloid peptides, and CRISPR-Cas9 gene editing technology, with testing planned for mouse models and subsequently human tripronuclear zygotes. The proposal explicitly states that no human embryos will be implanted for pregnancy and that government permits and ethical approval are required. The latest post has garnered significant engagement, with 53 replies, 157 retweets, 1.8K likes, and 40K views."
https://t.co/P282lwu0Tj,"A social media post by Andrej Karpathy presents a challenge to ""Compose a reflective, witty poem from the viewpoint of a retired search engine reminiscing nostalgically about the early days of the internet,"" followed by two distinct poems, labeled A and B. Poem A begins, ""I once ruled the world—well, virtually,"" while Poem B starts, ""Oh, I recall the dial-up days."" Below the poems, a poll asks, ""which is better?"", indicating that 29.6% prefer Poem B, 17.6% prefer Poem A, and 52.8% chose to skip or show results. The post captures a public comparison and evaluation of AI-generated poetic responses to a specific prompt."
https://t.co/6ey5rrPDQR,"A professional portrait photograph features an unidentified man, shown smiling and wearing a suit and tie. The image's core message is to present the individual in a professional and approachable manner."
https://t.co/3fz8GHIOFi,"""Fivethought"" is the primary text presented in this brand identity image, which serves as a logo for the organization. The visual features the company name alongside a distinct symbolic graphic, establishing the core brand representation for ""Fivethought."""
https://t.co/ElyfBeAm8x,"A screenshot of an article from spiess.dev, titled ""How I Use Claude Code"" and dated June 11, 2025, describes the author's shift to using AI agents, specifically Claude Code, as a primary tool. Since subscribing to Claude Max's flat pricing, the author's usage has dramatically increased, making it a ""daily driver"" and significantly reducing their reliance on VS Code, with the intent to share observed usage patterns."
https://t.co/TeiJd4I9Rk,"A placeholder book cover titled ""GENESIS"" announces an upcoming publication by authors Eric Schmidt, Henry A. Kissinger, and Craig Mundie. The book's subtitle, ""ARTIFICIAL INTELLIGENCE, HOPE, AND THE HUMAN SPIRIT,"" clearly identifies its subject matter. A circular notice indicates ""FINAL COVER TO BE REVEALED,"" suggesting this is a preliminary design for a forthcoming release. The central message is the imminent launch of a significant book on artificial intelligence and its human implications, authored by these notable figures."
https://t.co/aYd0Nq4Fyf,"The image captures a live musical performance, prominently featuring ""Sofar"" branding, likely indicating a ""Sofar Sounds"" event. It's a photograph of a band performing in an intimate indoor setting for a seated audience, with a vocalist, a guitarist, a drummer, and a keyboardist actively playing their instruments. The core event is a live concert providing a close-up experience for the attendees."
https://t.co/auIl5SmK7i,"A social media comment titled ""Comments"" by ""Schumpeter,"" dated February 10, 2025, with 143 upvotes and 20 downvotes, presents a forceful critique. The core message is a rejection of the idea that faculty members should write memos to justify their specific knowledge against Artificial General Intelligence (AGI), which the commenter labels ""brainworms-level insane."" The comment dismisses current Large Language Models (LLMs) as merely advanced forms of search and autocomplete, not comparable to figures like Einstein, Darwin, or Proust, and accuses individuals like Altman of being ""creepy snakeoil salesman"" who inflate valuations."
https://t.co/20UeG7pYb5,"""Gather the smell of flowers, The taste of sugar, The feel of feathers, The sound of frogs croaking, And the memory of a paper holder from Texas, My handful of dream-dust, Not for sale."" This poem by Matthew Brooks is featured on a printed page, captured in a photograph. The central message of the poem is a personal collection of invaluable sensory experiences and memories, which are not for sale."
https://t.co/Sx8z4aJxfG,"A digital interface screenshot prominently features a ""Public Question"" with an identifier ""#5ce0,"" timestamped ""83 days ago,"" and categorized as ""Trivia,"" displaying associated counts of 5. The central element is a superimposed warning stating: ""We'd like to kindly ask if you could refrain from sharing this question online to help preserve the integrity of the benchmark as a tool to measure AI progress."" This conveys a crucial message about safeguarding the confidentiality of specific questions to ensure the validity and integrity of an AI progress measurement benchmark."
https://t.co/ZOa8lpwVis,"Key text from this messaging app screenshot includes ""Your trad wife has prepared you homemade super soup (while getting paid $65 an hour),"" ""Come and get it!"", ""Lolllllll,"" and ""Tradwife maxxing."" The image is a screenshot of a digital conversation featuring a photograph of a bowl of orange-hued soup with several slices of white bread on a plate, set on a wooden surface. The core message humorously juxtaposes the concept of a ""trad wife"" (traditional wife) preparing homemade food with the modern reality of her simultaneously earning a high hourly wage, highlighting a playful subversion of traditional gender roles in contemporary relationships, which is met with the appreciative reply ""Tradwife maxxing."""
https://t.co/BE2YkJE6Po,"A contents page from a document or book titled ""CONTENTS"" outlines a structured guide focused on ""Good Work,"" encompassing sections such as ""Introduction,"" ""Awaken to Good Work,"" ""Rewrite Your Work Story,"" ""Embrace The Challenges,"" and ""Commit to Good Work,"" concluding with ""A Call To Action."" Key topics within these sections include ""Embrace The Unknown,"" ""Follow Your Energy,"" ""Commit To The Journey,"" ""Have Faith In Good Work,"" ""Find a Positive Edge,"" ""Don't Mistake A Good Job For Good Work,"" ""Question Your Work Scripts,"" ""Solve the Puzzle of Good Work,"" ""Do What Feels Right,"" ""Find The Zeal,"" ""See Your Work As It Is,"" ""Leave Money On The Table,"" and ""Reclaim Your Ambition,"" providing a comprehensive framework for personal and professional development related to finding purpose and meaning in one's career."
https://t.co/Y2npKY5pLn,"A social media post by Jasmine Sun, dated June 30, presents the claim: ""you can become 10x more creative & productive if you replace 'feed scrolling' time with 'staring at walls.' this is not a joke."" The post also displays a ""Subscribe"" option and engagement metrics including 2.4K likes, 44 comments, and 229 reposts."
https://t.co/PfI2uPM2aa,"""This week's helpful idea,"" presented by Spencer Greenberg, founder of ClearerThinking.org, identifies three ways to face any problem: Change, Reframe, or Resist. ""Change"" involves altering the world, situation, or oneself to solve or improve the problem. ""Reframe"" means viewing the problem through a healthier, happier, or more productive lens, or fully accepting it. ""Resist"" is defined as denying it (even to ourselves), ruminating about it, waiting for others to solve it, or ignoring it. The core message recommends aspiring to swap Resisting for Changing and Reframing."
https://t.co/SdKSlZ4yiM,"The photograph captures an electronics assembly or repair task, featuring key text labels such as ""ARTESYNT"" and ""SOLDERING"" on a spool of red wire, ""AMTECH"" on a jar of what appears to be soldering flux, and ""SOLDER WICK"" on a clear package. The core event shows a pair of hands holding a small electronic motor with an attached circuit board, situated on a blue silicone work mat, indicating an active electronics project or repair in progress. Notable entities include the brands ARTESYNT and AMTECH, along with the specific tools and materials like soldering wire, flux, and solder wick."
https://t.co/jVf6jMPR0p,"A screenshot of an article titled ""Scribble-based forecasting and AI 2027,"" dated ""Jun 2025,"" discusses the prediction that ""true AGI could plausibly arrive as early as 2027,"" referencing ""timelines forecast"" and critiques [1, 2, 3]. The core message questions ""how much value is the math really contributing"" to such forecasts, proposing a satirical ""classic method"" for forecasting: ""1. Think hard. 2. Make up some numbers."" The article critiques the rigor of AI predictions while offering a humorous, skeptical take on the forecasting process."
https://t.co/pxF6iXCysr,"The image is a spreadsheet quantifying the estimated costs and impacts of charity interventions aimed at improving animal welfare in factory farming. Column headers include ""Cost to improve welfare for one animal,"" ""Estimated % of suffering reduced by the charity intervention,"" and ""Estimated offset cost per year."" Data is presented for various animal types, including cows (meat and dairy), pigs, birds for meat, laying hens for eggs, fish, and crustaceans. The analysis, based on estimates from entities such as The Good Food Institute, FarmKind, Rethink Priorities, The Humane League, Fish Welfare Initiative, and Shrimp Welfare Project, highlights the varying cost-effectiveness of these interventions; for example, the ""Estimated offset cost per year"" ranges from $1.15 for pigs to $141.47 for birds for meat, reflecting diverse levels of suffering reduction and animal consumption per person per year."
https://t.co/7RSILw2jV9,"This image is a table of contents from a publication titled ""CRITICAL MEME READER,"" listing academic articles about internet memes. Key texts include article titles, authors, and page numbers, such as ""Making poetry babies in an online world"" by Laurence Scherz (p. 101), “‘The Disturbingly Humanoid Face of the Lamb of God Has Shocked Many’: Visual Strategies in Internet Memes on the Restoration of the Ghent Altarpiece"" by Martin Haßen (p. 118), ""Ibiza Austrian Memes: Reflections on Reclaiming Political Discourse through Memes"" by Anahita Neghabat (p. 130), and ""Dear Mr.BoneSaw your face smells like a chicken shawarma: A Clapback to Saudi Arabia’s Electronic Army"" by Saeeda Saeed (p. 143). Further sections, ""FROM PEAK TO POST MEME"" and ""MEME WARFARE,"" feature articles like ""Mimetic Sameness"" by Grant Bollmer (p. 154), ""A Postdigital Angel of History? On ‘Meme Theory’"" by Scott Wark (p. 165), ""Post-Truth Design Tactics in Memes in India: Decoding Malicious Design Practices in Right-Wing Meme Factories"" by Aarushi Bapna and Ajitesh Lokhande (p. 198), and ""Weapons of Mass Distraction: Far-Right Culture-Jamming Tactics in Memetic Warfare"" by Andy King (p. 217). The core message is an academic examination of memes across various contexts, from art and political discourse to their use as tools in information warfare and as a subject of theoretical study, featuring multiple authors contributing to a critical understanding of internet meme culture."
https://t.co/kpmZieuwDu,"The image is a photograph of a man with a beard and glasses speaking into a microphone, likely a screenshot from a video presentation. Key text includes the social media handle ""@slow_developer"" in the top right corner and the partial caption ""I'm"" at the bottom. The core message conveys a moment during a public address or speech, possibly related to content shared by the ""@slow_developer"" account."
https://t.co/ildOtmACR1,"The cartoon titled ""The AI Revelation"" features key text in a speech bubble stating, ""But it only got a 92% on MMLU,"" followed by a caption at the bottom reading, ""Yet another prophet fails to impress the quarterly review board."" The image depicts a businessman looking up at a glowing, winged entity composed of gears and numerous eyes, representing an AI. The core message satirizes the corporate or academic world's focus on performance metrics, such as the MMLU benchmark, even when faced with what is presented as a profound technological ""revelation"" in artificial intelligence, implying that high expectations or a narrow evaluative framework can diminish perceived breakthroughs."
https://t.co/Ne4SKqraj8,"Screenshot of a Q&A interface addressing the question of Y Combinator's investments in developer environments. The central message confirms that YC invested in WindSurf IDE via Codeium, the startup behind it, whose YC backing is well-documented. Conversely, Cursor IDE, despite its significant funding and popularity, is not a YC investment and is presented as a separate entity outside of YC's portfolio."
https://t.co/olaHvOmlP4,"A video screenshot features Osho, recognized by his long white beard and dark hat, speaking directly to the camera. A prominent subtitle at the bottom of the frame displays the key phrase, ""but the people are retarded,"" capturing a controversial and critical statement attributed to the speaker about the general populace. The image's central message is this sharp, dismissive remark."
https://t.co/K0wVDNkLeb,"This anime-style illustration features two smiling young individuals, a male and a female, both wearing glasses, captured in a joyful moment. They appear to be looking upwards, with a background depicting a teal sky or water filled with fantastical elements such as a floating fish, wavy lines resembling celestial bodies or currents, and ornate architectural structures, evoking a sense of wonder and adventure."
https://t.co/MVc93ZJaUJ,"A photograph captures a person wearing headphones engaged in live coding for music production. The on-screen code defines various sound elements and their parameters: `bassnotes` are picked from `<0 1 2 1>/4`, a `supersaw:0.0.1` waveform is distorted, and `DRUMS` are stacked from `RolandTR909`, `RolandTR808`, and `KorgMinipops` banks. `VOCALS` are sourced from a `cycles` sample, set to note `c2`, while `BASS` utilizes the `bassnotes` with the `supersaw` waveform, featuring `detune(.5)`, `unison(4)`, and specific `decay`, `release`, `sustain`, and `gain` values. Visual `_punchcard` elements indicate programmed musical patterns, highlighting the use of code to generate complex audio."
https://t.co/tIJnbMa8aH,"A painting or digitally rendered artwork presents a formal group portrait centered on a figure strongly resembling Mark Zuckerberg, who gazes directly forward. He is surrounded by other individuals, male and female, depicted with solemn or pensive expressions, observing various points outside the frame, contributing to an atmosphere of gravity and collective presence."
https://t.co/x1cuTwlPTo,"A photograph features a human hand delicately holding a miniature, multi-faceted cube. The object, appearing to be a single puzzle piece or a tiny die, is showcased for its remarkably small size, emphasized by its placement between the thumb and forefinger against a plain background."
https://t.co/1Rxa1NLIkz,"A screenshot from the Microsoft 365 admin center shows the successful completion of a domain setup, with the navigation path ""Domains > Manage DNS"" and completed steps ""Connect domain"" and ""Finish"". A large, prominent, and likely erroneous title ""[object Object]"" is displayed, followed by a confirmation message stating that the blacked-out domain is ""all set up and you can now view and manage it from your domains list."" The core message directs users to ""Active users"" to add new users and set up email addresses or aliases, with ""Next steps"" links provided for ""Go to Active users"" and ""View all domains."" A user feedback question, ""Was it easy to add your domain?"" is also present, offering ""Yes"" and ""No"" options."
https://t.co/YnONMucYLN,"This image is a bulleted outline detailing various aspects related to Artificial General Intelligence (AGI). Key topics include AI capabilities such as Agency, Reinforcement Learning (RL), and training techniques; economic considerations like early deployment, open source, and investment; potential Post-AGI scenarios including hive minds, software-only singularity, and transformative AI leading to explosive economic growth; alignment challenges such as reward hacking, takeover, model specification, and misuse; and other broad implications like geopolitics and epistemics. The core message is a comprehensive overview of critical areas surrounding the development and impact of advanced AI."
https://t.co/TwRuCdkEzq,"The album cover displays the key text ""VAN MORRISON ASTRAL WEEKS,"" identifying the artist and album title. The central visual is a photograph of Van Morrison's face, presented as a double exposure overlaid with foliage, framed within a large circle. This image functions as the album art for the music release ""Astral Weeks,"" conveying a contemplative and natural thematic focus by artist Van Morrison."
https://t.co/v3dPSzMF5V,"This infographic presents an emotion wheel, systematically categorizing human feelings. At its core, the wheel identifies primary emotions such as Happy, Sad, Angry, Fearful, Bad, Surprised, and Disgusted. These central feelings then radiate outwards into increasingly specific and nuanced emotional states, such as ""Joyful,"" ""Inspired,"" ""Lonely,"" ""Guilty,"" ""Frustrated,"" ""Betrayed,"" and ""Astonished,"" among many others. The image's core message is to provide a comprehensive hierarchical framework for understanding and identifying the vast spectrum of human emotions."
https://t.co/3bdsywUdqZ,"A screenshot displays an operator's browser attempting to answer the question: ""What percent of people under 40 that live in Asheville have moved there in the past 5 years? Find enough data and sources to make sure your answer is correct."" The browser shows a Stacker.com article titled ""Where people Asheville are moving most,"" listing migration data from Florida metro areas (Orlando, Miami, Port St. Lucie) to Asheville from 2015-2019. Despite 16 minutes of work, the operator's response states, ""I couldn't find specific data on the percentage of people under 40 who moved to Asheville in the past five years,"" offering to try different search terms."
https://t.co/10FtD0DcDV,"A web browser screenshot displays the ""BookSlicer"" application, accessible at malcolmocean.github.io/bookslicer/, which is introduced with the tagline ""Only the context you need."" The primary function of the application is to allow users to ""Drop your ePub file here or click to select,"" indicating its purpose is to process or ""slice"" ePub files to extract relevant information."
https://t.co/u9OY8CR8qK,"A screenshot of a digital article or blog post, dated June 15, 2025, is titled ""how i bring the best out of claude code - part 1"" and focuses on ""1. setup requirements."" The text advises users to prepare a set of requirements, ideally as issues in a repo, which can be downloaded into an `issues/` folder or integrated via GitHub with Claude code, then saved as `<issue_no>.md` files. A note within the text emphasizes that the requirements list is ""very crucial"" and should be treated ""like a wish list for work to be done."" The article further states that vague descriptions lead to undesired outcomes, recommending instructions be ""as unambiguous as a program,"" and also suggests being aware of what the Claude model already knows."
https://t.co/muGiRTPi5s,"An infographic displaying a bar chart titled ""CO2 avoided by selected personal lifestyle decisions"" is prominently overlaid with the message: ""Individual AI use is not bad for the environment And a plea to think seriously about climate change without getting distracted."" The chart compares CO2 reduction from actions such as switching to an electric car, buying green electricity, or adopting a plant-based diet, distinguishing between impacts ""Not accounting for policy"" and ""Accounting for policy."" Significantly, the chart includes ""Ask ChatGPT 50,000 fewer times"" as a lifestyle decision, which shows a minimal CO2 avoidance compared to other listed actions like switching to an electric car or adopting a plant-based diet, thereby underscoring the overlay text's central argument. The content is attributed to ANDYMASLEY.SUBSTACK.COM."
https://t.co/THCuQDWUgm,"The article, titled ""Knowledge work is dying—welcome to the age of wisdom work,"" argues that AI models will render traditional knowledge-based professions obsolete by outperforming human experts in fields like physics, law, and engineering. It asserts that facts, skills, and expertise will become increasingly commoditized and replaceable, impacting over 1 billion knowledge workers such as lawyers, engineers, consultants, and programmers. The core message is that society, currently built on the premise of knowledge as a scarce resource, must adapt to an age where pure knowledge is as unnecessary as building a fire in a modern world with existing utilities like light bulbs and central heating."
